"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"1427" 333 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - TOULON* PALAIS" "140 BOULEVARD GENERAL LECLERC 83000 TOULON" "83000" "TOULON" "17130111200644" "30002530945309" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "192" "192" "192" "192" NA NA NA "133" "100" "190" "117" NA NA NA "120508" "40837" "207761" "70021" NA NA "439127" "NON"
"1428" 334 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - MANOSQUE* PALA" "RUE DES TANNEURS 04100 MANOSQUE" "04100" "MANOSQUE" "10020000500716" "30002521087387" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "24" "24" "48" "48" NA NA NA NA NA NA NA NA NA NA "9999" "3948" "19581" "5823" NA NA "39351" "NON"
"1429" 335 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CONSEIL DES PRUD'HOMMES" "3 RUE PROVANA DE LEYNI 06000 NICE" "06000" "NICE" "11001001400014" "30002541007107" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "29375" "3081" "22899" "3759" NA NA "59114" "NON"
"1430" 336 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL PICHAURY (PDL)" "PARC GOLF CLUB ZI PICHAURY BAT 6 13290 LES MILLES" "13290" "LES MILLES" "17130111200016" "30002521422869" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "144" "144" "144" "144" NA NA NA "78" "66" "69" "61" NA NA NA "48578" "21404" "41579" "15115" NA NA "126676" "NON"
"1431" 337 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL GRANDE INSTANCE" "BOULEVARD DES POILUS 13100 AIX EN PROVENCE" "13100" "AIX EN PROVENCE" "17130111200024" "50064544092806" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "240" "240" "240" "240" NA NA NA "111" "82" "109" "45" NA NA NA "119364" "47682" "103454" "31453" NA NA "301953" "NON"
"1432" 338 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - MARTIGUES* TRI" "PLACE DE LA LIBERATION 13500 MARTIGUES" "13500" "MARTIGUES" "17130111200123" "30002520113930" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "27554" "10109" "10426" "3599" NA NA "51688" "NON"
"1433" 339 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "22 BOULEVARD VICTOR HUGO 04000 DIGNE LES BAINS" "04000" "DIGNE LES BAINS" "17130111200727" "30002560815516" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA "16" "8" "26" "14" NA NA NA "13521" "4510" "18529" "6210" NA NA "42770" "NON"
"1434" 340 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE D'ALENCON" "RUE AUGUSTE MOTTIN 61500 SEES" "61500" "SEES" "17140111000092" "30000264073244" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "15858" "8982" "5790" "4484" NA NA "35114" "NON"
"1435" 341 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "10 A RUE DU PALAIS DE JUSTICE 50200 COUTANCES" "50200" "COUTANCES" "11001001400014" "50071635266163" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "42" "18" "37" "32" NA NA NA "42715" "12225" "43814" "12284" NA NA "111038" "NON"
"1436" 342 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "ROUTE DE PARIS 14100 LISIEUX" "14100" "LISIEUX" "17140111000548" "30000240031341" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "17" "8" "11" "4" NA NA NA "6077" "2001" "2555" "673" NA NA "11306" "NON"
"1437" 343 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE (LISIEUX)" "COUR MATIGNON 14100 LISIEUX" "14100" "LISIEUX" "17140111000688" "30000240867844" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "29738" "7443" "33290" "8060" NA NA "78531" "NON"
"1438" 344 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "M. JUSTICE - TRIBUNAL DE GRANDE INSTANCE (CAEN)" "PLACE FONTETTE 14000 CAEN" "14000" "CAEN" "17140111000407" "30000240443207" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" "120" "120" "120" "120" "120" NA NA "79" "83" "33" "90" "29" NA NA "13536" "76638" "21617" "108796" "24917" NA NA "245504" "NON"
"1439" 345 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CONSEIL DE PRUD'HOMMES D'AIX LES BAINS" "BOULEVARD DE LA ROCHE DU ROI 73100 AIX LES BAINS" "73100" "AIX LES BAINS" "10120000400683" "30001960099918" "TARIF VERT A5 - OPTION BASE MU" "BT>36 kVA LU (2)" "20" "100" "100" "100" "100" NA NA "13" "83" "65" "46" "31" NA NA "1296" "41015" "30246" "9190" "4360" NA NA "86107" "NON"
"1440" 346 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE-TRIBUNAL DE GRANDE INSTANCE" ". 73200 ALBERTVILLE" "73200" "ALBERTVILLE" "17730111600105" "30001960393446" "TARIF VERT A5 - OPTION BASE MU" "HTA 5P (2)" "80" "80" "80" "110" "110" NA NA "82" "81" "51" "82" "60" NA NA "15940" "82465" "47685" "133448" "63068" NA NA "342606" "NON"
"1441" 347 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS JUSTICE COUR D'APPEL" "PLACE DU PALAIS DE JUSTICE 73000 CHAMBERY" "73000" "CHAMBERY" "17730111600014" "30001960062377" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "108" "108" "108" "108" NA NA NA NA NA NA NA NA NA NA "111867" "26870" "117937" "29356" NA NA "286030" "NON"
"1442" 348 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "10 RUE DE L HOTEL DIEU 74200 THONON LES BAINS" "74200" "THONON LES BAINS" "17730111600527" "30001952347443" "TARIF VERT A5 - OPTION BASE MU" "HTA SDT (2)" "110" "110" "110" "110" "110" NA NA "111" "107" "75" "111" "77" NA NA "22355" "122011" "55314" "181544" "65741" NA NA "446965" "NON"
"1443" 349 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "19 AVENUE DU PARMELAN 74000 ANNECY" "74000" "ANNECY" "17730111600063" "30001952383447" "TARIF VERT A5 - OPTION BASE MU" "HTA SDT (2)" "110" "110" "110" "130" "130" NA NA "135" "162" "135" "54" "121" NA NA "12950" "58979" "69568" "60489" "24179" NA NA "226165" "NON"
"1444" 350 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COURS D'APPEL" "12 BOULEVARD DE LA COLONNE 73000 CHAMBERY" "73000" "CHAMBERY" "17730111600014" "30001961658057" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "23056" "11914" "30690" "15174" NA NA "80834" "NON"
"1445" 351 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUS - COUR APPEL DE PAU" "PLACE DE LA LIBERATION 64026 PAU CEDEX" "64026" "PAU CEDEX" "17640111500017" "30001650560580" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "57048" "14446" "48064" "13135" NA NA "132693" "NON"
"1446" 352 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "PLACE DE LA LIBERATION 64000 PAU" "64000" "PAU" "17640111500066" "30001650690290" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "65991" "17869" "62308" "15175" NA NA "161343" "NON"
"1447" 353 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUS - PALAIS DE JUSTICE TARBES" "RUE DU PALAIS DE JUSTICE 65000 TARBES" "65000" "TARBES" "17650131000047" "30001650164582" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA NA "66543" "19711" "84802" "20970" NA NA "192026" "NON"
"1448" 354 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "AVENUE DE LA LEGION TCHEQUE 64100 BAYONNE" "64100" "BAYONNE" "21640102600366" "30001640098389" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "54470" "20569" "59735" "23612" NA NA "158386" "NON"
"1449" 355 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "3 RUE DUPLAA 64000 PAU" "64000" "PAU" "17640111500363" "30001650871743" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "28190" "11278" "16875" "5692" NA NA "62035" "NON"
"1450" 356 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "17 RUE DES FUSILLES 40100 DAX" "40100" "DAX" "17640111500264" "30001641340105" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "24" "24" "42" "42" NA NA NA NA NA NA NA NA NA NA "20336" "6444" "23763" "6689" NA NA "57232" "NON"
"1451" 357 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "PLACE DU BREUIL 43000 LE PUY EN VELAY" "43000" "LE PUY EN VELAY" "17630111700071" "30001790268806" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "27267" "12521" "32575" "15080" NA NA "87443" "NON"
"1452" 358 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL INSTANCE-PRUD HOMMES" "RUE JEAN DE BERRY 63200 RIOM" "63200" "RIOM" "17630111700311" "30001710301707" "TARIF VERT A5 - OPTION BASE CU" "BT>36 kVA LU (2)" "20" "20" "50" "50" "50" NA NA "23" "28" "35" "23" "22" NA NA "600" "6780" "16140" "4459" "3326" NA NA "31305" "NON"
"1453" 359 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE - MOULINS TI PALAIS D'ANSAC" "16 RUE DIDEROT 03000 MOULINS" "03000" "MOULINS" "17630111700832" "30001730424129" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "21843" "3581" "23254" "4359" NA NA "53037" "NON"
"1454" 360 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE - MOULINS TGI" "20 RUE DE PARIS 03000 MOULINS" "03000" "MOULINS" "33929452200018" "30001730337920" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "30" "17" "24" "17" NA NA NA "22891" "6891" "28236" "9240" NA NA "67258" "NON"
"1455" 361 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE - RIOM CA TGI" "2 BD CHANCELIER DE L HOSPITAL 63200 RIOM" "63200" "RIOM" "17630111700378" "30001710234640" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA "50" "23" "41" "25" NA NA NA "34707" "10836" "38795" "10745" NA NA "95083" "NON"
"1456" 362 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "14  RUE DE L ANGE 63000 CLERMONT FERRAND" "63000" "CLERMONT FERRAND" "17630111700378" "30001711344124" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "96" "96" "96" "96" NA NA NA NA NA NA NA NA NA NA "27625" "8469" "18827" "5518" NA NA "60439" "NON"
"1457" 363 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MINISTERE DE LA JUSTICE" "6 PLACE DU CLAUZEL TRIBUNAL D'INSTANCE 43000 LE PUY EN VELAY" "43000" "LE PUY EN VELAY" "17630111700071" "30001790513940" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "24331" "10079" "24247" "7923" NA NA "66580" "NON"
"1458" 364 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "SERVICE ADMINISTRATIF REGIONAL" "PLACE SAINTE BENILDE 63200 RIOM" "63200" "RIOM" NA "30001711276380" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "96" "96" "96" "96" NA NA NA NA NA NA NA NA NA NA "26712" "11590" "21923" "8233" NA NA "68458" "NON"
"1459" 365 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "151 BOULEVARD DE STRASBOURG 76600 LE HAVRE" "76600" "LE HAVRE" "17760111900049" "30000230444080" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "65511" "16288" "61204" "16231" NA NA "159234" "NON"
"1460" 366 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL D INSTANCE DE ROUEN" "22 RUE DE CROSNE 76000 ROUEN" "76000" "ROUEN" NA "30000210363179" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" "42" "42" "42" "42" "42" NA NA "9" "9" "5" "7" "4" NA NA "979" "5955" "3270" "4143" "1628" NA NA "15975" "NON"
"1461" 367 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL DE ROUEN" "RUE COLONEL FABIEN 76600 LE HAVRE" "76600" "LE HAVRE" "17760111900015" "30000234085132" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "180" "180" "180" "180" NA NA NA NA NA NA NA NA NA NA "51776" "16007" "66369" "21285" NA NA "155437" "NON"
"1462" 368 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "RUE DESMARETS TRIBUNAL DE GRANDE INSTANCE 76200 DIEPPE" "76200" "DIEPPE" "11001001400014" "30000214096248" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA "32" "18" "26" "18" NA NA NA "27261" "6366" "32070" "8054" NA NA "73751" "NON"
"1463" 369 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "30 RUE JOSEPHINE 27000 EVREUX" "27000" "EVREUX" "17760111900072" "30000220356425" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA NA "81600" "26361" "82414" "26421" NA NA "216796" "NON"
"1464" 370 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "31 RUE AUX JUIFS 76000 ROUEN" "76000" "ROUEN" "17760111900346" "30000210959831" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "27950" "6568" "31249" "7852" NA NA "73619" "NON"
"1465" 371 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL" "36 RUE AUX JUIFS 76000 ROUEN" "76000" "ROUEN" "17760111900015" "30000211058741" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "132" "132" "132" "132" NA NA NA NA NA NA NA NA NA NA "106413" "28747" "117536" "32390" NA NA "285086" "NON"
"1466" 372 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "1 PLACE DU MARECHAL FOCH 76000 ROUEN" "76000" "ROUEN" "17760111900346" "30000210363506" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" "120" "120" "120" "120" "120" NA NA "69" "70" "31" NA NA NA NA "808" "71434" "16350" "86216" "19162" NA NA "193970" "NON"
"1467" 373 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE- EVREUX- TRIBUNAL D INSTANCE (04505)" "4 RUE DE VERDUN 27000 EVREUX" "27000" "EVREUX" "17760111900551" "30000220450595" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "62334" "20325" "70681" "22652" NA NA "175992" "NON"
"1468" 374 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "UEHC Bourg en Bresse" "24 AVENUE ALPHONSE BAUDIN 01000 BOURG EN BRESSE" "01000" "BOURG EN BRESSE" "17010131500043" "30001991241398" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "11878" "4724" "12892" "5708" NA NA "35202" "NON"
"1469" 375 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "UEHC Collonges au Mont d'Or" "11 T RUE DU PORT CL16 69660 COLLONGES AU MONT D OR" "69660" "COLLONGES AU MONT D OR" "17690131200023" "30001910909974" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "27386" "11379" "27431" "11154" NA NA "77350" "NON"
"1470" 376 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "UEAJ Vénissieux" "174 AVENUE FRANCIS DE PRESSENSE" "69200" "VENISSIEUX" "17690131200312" NA "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NON"
"1471" 377 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "UEHC Saint-Etienne" "125 RUE DES ALLIES EJ2400006453 42100 ST ETIENNE" "42100" "ST ETIENNE" "17420131900012" "30001981781260" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "240" "240" "42" "42" NA NA NA "24" "16" "26" "20" NA NA NA "15458" "5762" "20546" "8001" NA NA "49767" "NON"
"1472" 378 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "UEAJ TERRITORIAL-POLE CHARLEVILLE-MEZIERES" "7 RUE BAYARD" "8000" "CHARLEVILLE-MEIZIERES" "17510131000118" "30000420217403" "TARIF JAUNE -OPTION BASE UM" "BT 42 KVA" NA "42" "42" "42" "42" NA NA NA "5" "3" "3" "1" NA NA NA "366" "79" "469" "32" NA NA "946" "NON"
"1473" 379 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "UEHC EPERNAY" "8 RUE HENRI MARTIN" "51200" "EPERNAY" "17510131000084" "30000430313820" "TARIF JAUNE -OPTION BASE UM" "BT 48 KVA" NA "48" "48" "48" "48" NA NA NA "35" "19" "49" "11" NA NA NA "15970" "5616" "14622" "4212" NA NA "40420" "NON"
"1474" 380 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "UEHC CHARTRES" "74 RUE DES CHAISES" "28000" "CHARTRES" "17280131800053" "30000940651387" "TARIF JAUNE -OPTION BASE UM" "BT 72 KVA" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "16301" "6472" "22062" "9309" NA NA "54144" "NON"
"1475" 381 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "CEF LA CHAPELLE SAINT MESNIN" "RUE DE LA SOURCE" "45380" "LA CHAPELLE SAINT MESNIN" "17450131200139" "30000951579383" "TARIF JAUNE-OPTION BASE UM" "BT 60 KVA" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "15866" "8180" "17028" "9021" NA NA "50095" "NON"
"1476" 382 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "UEAJ DIJON" "9 RUE DE L'ILE" "21000" "DIJON" "17210131300028" "30001220902849" "TARIF JAUNE -OPTION BASE UM" "BT 42 KVA" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "10581" "4065" "13512" "5418" NA NA "33576" "NON"
"1477" 383 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "CEF CHATILLON SUR SEINE" "3 RUE DES CORDELIERS" "21400" "CHATILLON SUR SEINE" "17210131300101" "30001220965930" "TARIF JAUNE -OPTION BASE UM" "BT 42 KVA" NA "42" "42" "42" "42" NA NA NA "20" "14" "21" "15" NA NA NA "15453" "4814" "17299" "5596" NA NA "43162" "NON"
"1478" 384 "JUSTICE" "84.23Z" 110010014 "DIRPJJ" 2015-11-01 "EDF" "UEHDR NEVERS" "9 RUE DU PETIT MOUESSE" "58000" "NEVERS" "17580131500029" "30001250111802" "TARIF JAUNE -OPTION BASE UM" "BT 42 KVA" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "19331" "8617" "18595" "8982" NA NA "55525" "NON"
"1479" 385 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "STEMO MAUBEUGE / VALENCIENNES, site maubeuge" "48 BOULEVARD DE L EUROPE 59600 MAUBEUGE" "59600" "MAUBEUGE" "11001001400014" "30000120770080" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "7958" "409" "5192" "437" NA NA "13996" "NON"
"1480" 386 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "CEF de Lievin" "RUE DENIS DIDEROT 62800 LIEVIN" "62800" "LIEVIN" "17620131700268" "30000131409750" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "10339" "3262" "13989" "4743" NA NA "32333" "NON"
"1481" 387 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "CEF Laon" "RUE MARGUERITE CLERBOUT 02000 LAON" "02000" "LAON" "12001003800053" "30000414055103" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA "44" "48" "32" "27" NA NA NA "22583" "8790" "21158" "8497" NA NA "61028" "NON"
"1482" 388 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "EPE Saint Martin" "85 ROUTE DE CALAIS FOYER D ACTION EDUCATIVE 62280 ST MARTIN BOULOGNE" "62280" "ST MARTIN BOULOGNE" NA "30000151027073" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "9463" "3550" "10646" "4666" NA NA "28325" "NON"
"1483" 389 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "EPE Tourcoing Villeneuve d'ASCQ, UEHC Villeneuve d'Ascq" "RUE DU RONDELOIR 59491 VILLENEUVE D ASCQ" "59491" "VILLENEUVE D ASCQ" "17590131300023" "30000111312441" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "90" "90" "90" "90" NA NA NA "46" "16" "26" "10" NA NA NA "37727" "13727" "19524" "5393" NA NA "76371" "NON"
"1484" 390 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "STEMO DU HAVRE" "90 RUE JULES LECESNE 76600 LE HAVRE" "76600" "LE HAVRE" "17760131700072" "30000230789642" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "43" "17" "34" "12" NA NA NA "23013" "5868" "20279" "4306" NA NA "53466" "NON"
"1485" 391 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "DTPJJ59" "194 RUE NATIONALE - 5 ET 6 Etg 59000 LILLE" "59000" "LILLE" "17590131300288" "30000111878065" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "25" "11" "12" "8" NA NA NA "10588" "3009" "5851" "1885" NA NA "21333" "NON"
"1486" 392 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "STEMOI AMIENS" "21 RUE SULLY 80000 AMIENS" "80000" "AMIENS" "17800131900056" "30000164148264" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA "54" "36" "29" "18" NA NA NA "48570" "23069" "17270" "6419" NA NA "95328" "NON"
"1487" 393 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "EPE LILLE" "53 BOULEVARD VICTOR HUGO 59000 LILLE" "59000" "LILLE" "17590131300288" "30000111917991" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "12677" "3977" "13677" "4736" NA NA "35067" "NON"
"1488" 394 "JUSTICE" "84.23Z" 110010014 "DPJJ" 2015-11-01 "EDF" "CEF Cambrai" "20 RUE LEONCE MALECOT 59400 CAMBRAI" "59400" "CAMBRAI" "11001001400014" "50013024554042" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA "27" "17" "26" "23" NA NA NA "14932" "6071" "20066" "7874" NA NA "48943" "NON"
